# BEAST v10.5.0
# Generated Wed Mar 25 18:52:07 UTC 2026 [seed=1774464727266]
# -beagle_threads 12 -force_resume -load_state ../xmls/BRCA1/BRCA1_hmc_save -overwrite ../xmls/BRCA1/BRCA1_shrinkage_fixedRates_HMC.xml
state	posterior	prior	likelihood	increment.0	increment.1	increment.2	increment.3	increment.4	increment.5	increment.6	increment.7	increment.8	increment.9	increment.10	increment.11	increment.12	increment.13	omega.rates1	omega.rates2	omega.rates3	omega.rates4	omega.rates5	omega.rates6	omega.rates7	omega.rates8	omega.rates9	omega.rates10	omega.rates11	omega.rates12	omega.rates13	omega.rates14
60	-9387.864450308796	-20.43895274483863	-9367.425497563958	-0.19398662216641496	-0.37489617671467823	-0.44595251920859424	-0.04806279367021182	0.4554892099317618	0.37960263274105255	-0.1715023508245762	-0.6783876997634355	1.0021248109818524	0.24567654184256216	0.3740863932673757	-0.6809418885332796	-0.45636943444544553	-0.5543948514278164	0.7681232703232257	0.641007190157862	0.2191725941297315	0.25520641905031005	0.2904810420701921	0.5319734732837695	0.48389022673675114	0.5074344698947482	0.932563131593783	0.342342617000066	0.26777189977048416	0.18420496992200427	0.36394071849971116	0.5744197653408428
62	-9387.226022460065	-21.222375534197386	-9366.003646925868	-0.2501579283393963	0.8366282509472558	-0.736337438108774	-0.11894935376483917	-0.2299565789882465	0.22548599755181342	-0.15331707255738836	-0.9162577815012344	0.3197146832610542	1.0926819130462426	0.15431314816082464	-0.6023987393594069	0.10751293510326865	-0.8105946336924758	1.0111328926947294	2.997736660609826	0.45166125550031405	0.2807988664907088	0.21536155395483478	0.6202729219935424	0.38139804707145486	0.40001318036631606	1.2985253916351538	0.9431920328396884	0.3162673781469682	0.2710422847602374	0.49505733314303446	0.4445936172613188
64	-9384.895581187104	-20.3204081159476	-9364.575173071156	0.29986222436136656	-0.004212613111650665	-0.9746688490366662	0.14603162268466197	0.223786179205004	0.0073174466201220145	-0.13045409525818685	-0.9593529610493706	0.07587553798314328	0.48158571458902877	0.30710661644114357	-0.31006615686890204	-0.2741306385284439	-0.7868739461799479	0.8133118625605182	0.6000660864934704	0.2107574654275494	0.3993438305562971	0.317497745210986	0.3486498560866701	0.3995852913022433	0.38314071275440015	0.6025992646609005	0.5585682807571107	0.3450851347035472	0.253835022279381	0.3461079408822858	0.45526575838476363
66	-9382.853427474338	-20.34814829093761	-9362.5052791834	0.1351841978248089	-0.09231046129607856	-0.4374159778175155	0.08075602583003394	-0.12140719743958672	0.3130429736317184	0.06142017081123319	-1.180811801497838	0.604569120453703	-0.09408665224377044	-0.018577623014439437	0.12837451356911744	-0.06129088069530031	-1.069967533904192	0.6867431984594019	0.5470092768864351	0.21161976963059786	0.390352345308328	0.3248826955841199	0.4412183325210302	0.3647484419686994	0.3070293904851619	0.5999079478207241	0.3277355727788484	0.36006830693489017	0.3668200416079825	0.3226270023279036	0.3430196537468717
68	-9385.14917471649	-24.146249654522375	-9361.002925061966	0.9712002378778537	1.5422293865575045	-0.5312960299030078	-0.13526726171734538	-0.11112659890487375	0.3529086322494327	0.3782767423308767	-1.3080914488135382	0.9842029505243448	-0.47200421388432057	0.01924263128443493	-0.38201430366394007	0.35068026328239243	-1.227985795951277	1.2754789682877756	2.2577097582234664	0.1060995527392024	0.25275251596584614	0.25399354257046397	0.5919122387635181	0.42753930486781194	0.2703355135051148	0.48293246051551386	0.18048972664327748	0.28936187687893383	0.2838470232899054	0.41590203773382034	0.29288190789063956
70	-9389.446430156582	-23.249453943610206	-9366.196976212972	1.0494476347325397	0.28670770047449967	-1.0244383349891137	-0.13375519112772838	0.844387363164063	0.5968520592518995	0.4280580197073134	-1.2353052802356754	0.62090298640165	0.04018476976149343	0.23333356505362524	-0.09306043814236098	0.0860704041735556	-1.236335275925984	2.0148477738219497	0.9396984169729373	0.13611634104565964	0.31862292267276476	0.6710323398120049	0.5749841449870448	0.44562510320449195	0.29074598981399585	0.705460859248229	0.3791562176391367	0.36422198626946106	0.2884235239236539	0.316552912349234	0.2904466768694959
72	-9385.909537488575	-22.49796257253516	-9363.41157491604	0.7200996809470901	-0.3684852640294922	-0.45849340239543157	0.15979406028122833	0.12036106836312643	0.600061553865844	0.5556767845407842	-1.4081547033041717	0.7964461343840665	0.1382715954651289	0.22147717949095735	-0.05870844110778517	0.18614409563840328	-1.4147400738581766	1.8021676150108799	0.6067764915008471	0.25006133611125336	0.4041241365398366	0.3113170754507802	0.5333729268394324	0.42355864846560737	0.2445942158715195	0.8771217155434156	0.395519319619722	0.3444428000735257	0.2760137986716524	0.2927032510558409	0.2429887643731288
74	-9385.36434964829	-22.96308116232096	-9362.401268485968	0.012169185694175466	0.3271587328670167	-0.13176483214516987	0.20031551617299104	0.0652905257304559	0.30668031769970266	0.5427140424706298	-1.406212334308665	1.3967000882615703	0.1540604789061213	-0.012141863264070407	-0.8242219810919102	0.6994445237948901	-1.3401696780688606	1.0896327950768976	1.493063876158014	0.23344860063396997	0.27893584148040423	0.24668165750360185	0.7160216775483592	0.45047367640324854	0.24506976979399192	1.0764532063322434	0.2663275012725062	0.22830130743593607	0.23109020765370167	0.5269101942926396	0.26180124288208173
76	-9386.107437470064	-22.195000174195584	-9363.912437295869	0.12664716423682854	0.6648306824612357	0.31295763788043285	0.7750805426436157	0.5186140699077673	0.3309297049929055	0.450962280182025	-1.259724250091659	0.8732449449931639	-0.26314799978702963	-0.4105928231577045	-0.17362233271811456	0.290139756613468	-1.3386084827064715	0.40822378082475563	0.6992434918298689	0.2053839255345794	0.4241774745287613	0.4948616804466528	0.4879516181886181	0.41162349171045176	0.2837322548568137	0.359663309420385	0.15019333996367792	0.19540442730702057	0.29461346828343393	0.3504740101319112	0.26221028498257115
78	-9382.740639894755	-22.515092347056115	-9360.2255475477	0.610518805899955	0.494358740613429	-0.37026851995003307	0.5179395934758217	-0.08833833043785999	0.1245376889513028	-0.019639509808569655	-1.1963937081414708	1.6820514831935065	0.2973359242390894	-0.4838696251088208	-0.17028849195962148	0.09618203499950395	-0.8829422744168838	3.1549979834936015	2.8089978748184157	0.22006090012285454	0.39733371358745595	0.35155571924546786	0.5157038819252925	0.40552133845851585	0.302282367069681	1.7133817530707518	0.31867534164094935	0.23671027441759232	0.38402457487301134	0.4553175281234866	0.4135643001558626
